"Blooket
Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,
1000,"1+1",2,,,,12,,,typing
1000,"2-1",1,,,,12,,,typing
1000,"1*1",1,,,,12,,,typing
1000,"1/1",1,,,,12,,,typing
1000,"1+2",3,,,,12,,,typing
1000,"3-1",2,,,,12,,,typing
1000,"1*2",2,,,,12,,,typing
1000,"2/1",2,,,,12,,,typing
1000,"1+3",4,,,,12,,,typing
1000,"4-1",3,,,,12,,,typing
1000,"1*3",3,,,,12,,,typing
1000,"3/1",3,,,,12,,,typing
1000,"1+4",5,,,,12,,,typing
1000,"5-1",4,,,,12,,,typing
1000,"1*4",4,,,,12,,,typing
1000,"4/1",4,,,,12,,,typing
1000,"1+5",6,,,,12,,,typing
1000,"6-1",5,,,,12,,,typing
1000,"1*5",5,,,,12,,,typing
1000,"5/1",5,,,,12,,,typing
1000,"1+6",7,,,,12,,,typing
1000,"7-1",6,,,,12,,,typing
1000,"1*6",6,,,,12,,,typing
1000,"6/1",6,,,,12,,,typing
1000,"1+7",8,,,,12,,,typing
1000,"8-1",7,,,,12,,,typing
1000,"1*7",7,,,,12,,,typing
1000,"7/1",7,,,,12,,,typing
1000,"1+8",9,,,,12,,,typing
1000,"9-1",8,,,,12,,,typing
1000,"1*8",8,,,,12,,,typing
1000,"8/1",8,,,,12,,,typing
1000,"1+9",10,,,,12,,,typing
1000,"10-1",9,,,,12,,,typing
1000,"1*9",9,,,,12,,,typing
1000,"9/1",9,,,,12,,,typing
1000,"1+10",11,,,,12,,,typing
1000,"11-1",10,,,,12,,,typing
1000,"1*10",10,,,,12,,,typing
1000,"10/1",10,,,,12,,,typing
1000,"2+1",3,,,,12,,,typing
1000,"3-2",1,,,,12,,,typing
1000,"2*1",2,,,,12,,,typing
1000,"2/2",1,,,,12,,,typing
1000,"2+2",4,,,,12,,,typing
1000,"4-2",2,,,,12,,,typing
1000,"2*2",4,,,,12,,,typing
1000,"4/2",2,,,,12,,,typing
1000,"2+3",5,,,,12,,,typing
1000,"5-2",3,,,,12,,,typing
1000,"2*3",6,,,,12,,,typing
1000,"6/2",3,,,,12,,,typing
1000,"2+4",6,,,,12,,,typing
1000,"6-2",4,,,,12,,,typing
1000,"2*4",8,,,,12,,,typing
1000,"8/2",4,,,,12,,,typing
1000,"2+5",7,,,,12,,,typing
1000,"7-2",5,,,,12,,,typing
1000,"2*5",10,,,,12,,,typing
1000,"10/2",5,,,,12,,,typing
1000,"2+6",8,,,,12,,,typing
1000,"8-2",6,,,,12,,,typing
1000,"2*6",12,,,,12,,,typing
1000,"12/2",6,,,,12,,,typing
1000,"2+7",9,,,,12,,,typing
1000,"9-2",7,,,,12,,,typing
1000,"2*7",14,,,,12,,,typing
1000,"14/2",7,,,,12,,,typing
1000,"2+8",10,,,,12,,,typing
1000,"10-2",8,,,,12,,,typing
1000,"2*8",16,,,,12,,,typing
1000,"16/2",8,,,,12,,,typing
1000,"2+9",11,,,,12,,,typing
1000,"11-2",9,,,,12,,,typing
1000,"2*9",18,,,,12,,,typing
1000,"18/2",9,,,,12,,,typing
1000,"2+10",12,,,,12,,,typing
1000,"12-2",10,,,,12,,,typing
1000,"2*10",20,,,,12,,,typing
1000,"20/2",10,,,,12,,,typing
1000,"3+1",4,,,,12,,,typing
1000,"4-3",1,,,,12,,,typing
1000,"3*1",3,,,,12,,,typing
1000,"3/3",1,,,,12,,,typing
1000,"3+2",5,,,,12,,,typing
1000,"5-3",2,,,,12,,,typing
1000,"3*2",6,,,,12,,,typing
1000,"6/3",2,,,,12,,,typing
1000,"3+3",6,,,,12,,,typing
1000,"6-3",3,,,,12,,,typing
1000,"3*3",9,,,,12,,,typing
1000,"9/3",3,,,,12,,,typing
1000,"3+4",7,,,,12,,,typing
1000,"7-3",4,,,,12,,,typing
1000,"3*4",12,,,,12,,,typing
1000,"12/3",4,,,,12,,,typing
1000,"3+5",8,,,,12,,,typing
1000,"8-3",5,,,,12,,,typing
1000,"3*5",15,,,,12,,,typing
1000,"15/3",5,,,,12,,,typing
1000,"3+6",9,,,,12,,,typing
1000,"9-3",6,,,,12,,,typing
1000,"3*6",18,,,,12,,,typing
1000,"18/3",6,,,,12,,,typing
1000,"3+7",10,,,,12,,,typing
1000,"10-3",7,,,,12,,,typing
1000,"3*7",21,,,,12,,,typing
1000,"21/3",7,,,,12,,,typing
1000,"3+8",11,,,,12,,,typing
1000,"11-3",8,,,,12,,,typing
1000,"3*8",24,,,,12,,,typing
1000,"24/3",8,,,,12,,,typing
1000,"3+9",12,,,,12,,,typing
1000,"12-3",9,,,,12,,,typing
1000,"3*9",27,,,,12,,,typing
1000,"27/3",9,,,,12,,,typing
1000,"3+10",13,,,,12,,,typing
1000,"13-3",10,,,,12,,,typing
1000,"3*10",30,,,,12,,,typing
1000,"30/3",10,,,,12,,,typing
1000,"4+1",5,,,,12,,,typing
1000,"5-4",1,,,,12,,,typing
1000,"4*1",4,,,,12,,,typing
