"Blooket
Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,
1,"10*4",40,,,,12,,,typing
2,"114-72",42,,,,12,,,typing
3,"77+39",116,,,,12,,,typing
4,"3*8",24,,,,12,,,typing
5,"12/4",3,,,,12,,,typing
6,"15+64",79,,,,12,,,typing
7,"52-11",41,,,,12,,,typing
8,"87+33",120,,,,12,,,typing
9,"6*5",30,,,,12,,,typing
10,"99-39",60,,,,12,,,typing
11,"7*3",21,,,,12,,,typing
12,"38-15",23,,,,12,,,typing
13,"4*8",32,,,,12,,,typing
14,"39/3",13,,,,12,,,typing
15,"156/13",12,,,,12,,,typing
16,"102-27",75,,,,12,,,typing
17,"15/5",3,,,,12,,,typing
18,"8*11",88,,,,12,,,typing
19,"77-46",31,,,,12,,,typing
20,"2*3",6,,,,12,,,typing
21,"94-59",35,,,,12,,,typing
22,"10*5",50,,,,12,,,typing
23,"10*9",90,,,,12,,,typing
24,"112-46",66,,,,12,,,typing
25,"92+91",183,,,,12,,,typing
26,"52+40",92,,,,12,,,typing
27,"108-79",29,,,,12,,,typing
28,"60+78",138,,,,12,,,typing
29,"36/6",6,,,,12,,,typing
30,"146-82",64,,,,12,,,typing
31,"34+76",110,,,,12,,,typing
32,"3*7",21,,,,12,,,typing
33,"25+93",118,,,,12,,,typing
34,"127-33",94,,,,12,,,typing
35,"26+87",113,,,,12,,,typing
36,"24/3",8,,,,12,,,typing
37,"113-76",37,,,,12,,,typing
38,"54+97",151,,,,12,,,typing
39,"8*12",96,,,,12,,,typing
40,"33+26",59,,,,12,,,typing
41,"11*10",110,,,,12,,,typing
42,"48/8",6,,,,12,,,typing
43,"58+75",133,,,,12,,,typing
44,"35-10",25,,,,12,,,typing
45,"68+34",102,,,,12,,,typing
46,"110-98",12,,,,12,,,typing
47,"99/9",11,,,,12,,,typing
48,"96/8",12,,,,12,,,typing
49,"52+16",68,,,,12,,,typing
50,"137-77",60,,,,12,,,typing
51,"118-66",52,,,,12,,,typing
52,"174-86",88,,,,12,,,typing
53,"103-81",22,,,,12,,,typing
54,"18/6",3,,,,12,,,typing
55,"36/6",6,,,,12,,,typing
56,"40+20",60,,,,12,,,typing
57,"24/8",3,,,,12,,,typing
58,"127-35",92,,,,12,,,typing
59,"76+64",140,,,,12,,,typing
60,"4*12",48,,,,12,,,typing
61,"12*5",60,,,,12,,,typing
62,"30/3",10,,,,12,,,typing
63,"30/10",3,,,,12,,,typing
64,"48/8",6,,,,12,,,typing
65,"66-54",12,,,,12,,,typing
66,"134-70",64,,,,12,,,typing
67,"128-80",48,,,,12,,,typing
68,"22/2",11,,,,12,,,typing
69,"55/11",5,,,,12,,,typing
70,"65-18",47,,,,12,,,typing
71,"16/2",8,,,,12,,,typing
72,"104/8",13,,,,12,,,typing
73,"7*7",49,,,,12,,,typing
74,"110-67",43,,,,12,,,typing
75,"33/11",3,,,,12,,,typing
76,"107-17",90,,,,12,,,typing
77,"25/5",5,,,,12,,,typing
78,"129-37",92,,,,12,,,typing
79,"8*6",48,,,,12,,,typing
80,"9*10",90,,,,12,,,typing
81,"10/5",2,,,,12,,,typing
82,"33/3",11,,,,12,,,typing
83,"8*3",24,,,,12,,,typing
84,"95+81",176,,,,12,,,typing
85,"22/2",11,,,,12,,,typing
86,"125-94",31,,,,12,,,typing
87,"14/2",7,,,,12,,,typing
88,"104-31",73,,,,12,,,typing
89,"7*8",56,,,,12,,,typing
90,"2*8",16,,,,12,,,typing
91,"75-48",27,,,,12,,,typing
92,"118-61",57,,,,12,,,typing
93,"158-75",83,,,,12,,,typing
94,"10*11",110,,,,12,,,typing
95,"47+25",72,,,,12,,,typing
96,"86-75",11,,,,12,,,typing
97,"5*6",30,,,,12,,,typing
98,"89-76",13,,,,12,,,typing
99,"45-21",24,,,,12,,,typing
100,"6/2",3,,,,12,,,typing
101,"43+61",104,,,,12,,,typing
102,"44+89",133,,,,12,,,typing
103,"128-98",30,,,,12,,,typing
104,"80+14",94,,,,12,,,typing
105,"120/10",12,,,,12,,,typing
106,"54+53",107,,,,12,,,typing
107,"64/8",8,,,,12,,,typing
108,"80/8",10,,,,12,,,typing
109,"5*9",45,,,,12,,,typing
110,"76+16",92,,,,12,,,typing
111,"24/3",8,,,,12,,,typing
112,"33/3",11,,,,12,,,typing
113,"66/6",11,,,,12,,,typing
114,"5*4",20,,,,12,,,typing
115,"4*7",28,,,,12,,,typing
116,"59+42",101,,,,12,,,typing
117,"12*9",108,,,,12,,,typing
118,"2*3",6,,,,12,,,typing
119,"28/7",4,,,,12,,,typing
120,"76-26",50,,,,12,,,typing
121,"6/2",3,,,,12,,,typing
122,"21+90",111,,,,12,,,typing
123,"17+28",45,,,,12,,,typing
124,"28+23",51,,,,12,,,typing
125,"48/12",4,,,,12,,,typing
126,"117/9",13,,,,12,,,typing
127,"117-72",45,,,,12,,,typing
128,"20/10",2,,,,12,,,typing
129,"17+40",57,,,,12,,,typing
