"Blooket
Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,
1,"Expand (FOIL) the expression:

(9x+7)(-6x-9)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-54x^2-123x-63,,,,60,,,typing
2,"Expand (FOIL) the expression:

(8x+6)(7x+3)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",56x^2+66x+18,,,,60,,,typing
3,"Expand (FOIL) the expression:

(-2x-2)(-6x+6)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",12x^2-12,,,,60,,,typing
4,"Expand (FOIL) the expression:

(-6x-7)(-6x+8)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",36x^2-6x-56,,,,60,,,typing
5,"Expand (FOIL) the expression:

(8x+9)(-9x-7)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-72x^2-137x-63,,,,60,,,typing
6,"Expand (FOIL) the expression:

(-6x-1)(-5x-6)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",30x^2+41x+6,,,,60,,,typing
7,"Expand (FOIL) the expression:

(3x-6)(-2x+7)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-6x^2+33x-42,,,,60,,,typing
8,"Expand (FOIL) the expression:

(x-8)(5x+7)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",5x^2-33x-56,,,,60,,,typing
9,"Expand (FOIL) the expression:

(-8x-1)(-3x+3)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",24x^2-21x-3,,,,60,,,typing
10,"Expand (FOIL) the expression:

(-6x-6)(4x-9)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-24x^2+30x+54,,,,60,,,typing
11,"Expand (FOIL) the expression:

(3x-6)(-3x+7)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-9x^2+39x-42,,,,60,,,typing
12,"Expand (FOIL) the expression:

(x-9)(2x-8)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",2x^2-26x+72,,,,60,,,typing
13,"Expand (FOIL) the expression:

(-7x-4)(9x-8)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-63x^2+20x+32,,,,60,,,typing
14,"Expand (FOIL) the expression:

(-4x+2)(x-7)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-4x^2+30x-14,,,,60,,,typing
15,"Expand (FOIL) the expression:

(2x-2)(-3x-1)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-6x^2+4x+2,,,,60,,,typing
16,"Expand (FOIL) the expression:

(3x+3)(8x+9)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",24x^2+51x+27,,,,60,,,typing
17,"Expand (FOIL) the expression:

(-4x-5)(-9x-5)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",36x^2+65x+25,,,,60,,,typing
18,"Expand (FOIL) the expression:

(6x-4)(2x-1)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",12x^2-14x+4,,,,60,,,typing
19,"Expand (FOIL) the expression:

(-6x-1)(4x-5)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-24x^2+26x+5,,,,60,,,typing
20,"Expand (FOIL) the expression:

(-5x-8)(-4x+1)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",20x^2+27x-8,,,,60,,,typing
21,"Expand (FOIL) the expression:

(x-5)(-4x+9)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",-4x^2+29x-45,,,,60,,,typing
22,"Expand (FOIL) the expression:

(6x+2)(2x+8)

Type your answer WITHOUT SPACES and use ^ for powers. For example, if the prompt is (x+1)(x+2), you'd write x^2+3x+2.",12x^2+52x+16,,,,60,,,typing
