"Blooket
Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,
1,"A recipe calls for 15 ounces of flour and 24 ounces of sugar. You resize the recipe to use 30 ounces of flour and x ounces of sugar. Find x.",48,,,,12,,,typing
2,"A recipe calls for 36 ounces of flour and 30 ounces of sugar. You resize the recipe to use 18 ounces of flour and x ounces of sugar. Find x.",15,,,,12,,,typing
3,"A recipe calls for 36 ounces of flour and 16 ounces of sugar. You resize the recipe to use 18 ounces of flour and x ounces of sugar. Find x.",8,,,,12,,,typing
4,"A recipe calls for 35 ounces of flour and 40 ounces of sugar. You resize the recipe to use 42 ounces of flour and x ounces of sugar. Find x.",48,,,,12,,,typing
5,"A recipe calls for 16 ounces of flour and 14 ounces of sugar. You resize the recipe to use 32 ounces of flour and x ounces of sugar. Find x.",28,,,,12,,,typing
6,"A recipe calls for 8 ounces of flour and 14 ounces of sugar. You resize the recipe to use 20 ounces of flour and x ounces of sugar. Find x.",35,,,,12,,,typing
7,"A recipe calls for 14 ounces of flour and 18 ounces of sugar. You resize the recipe to use 35 ounces of flour and x ounces of sugar. Find x.",45,,,,12,,,typing
8,"A recipe calls for 15 ounces of flour and 9 ounces of sugar. You resize the recipe to use 10 ounces of flour and x ounces of sugar. Find x.",6,,,,12,,,typing
9,"A recipe calls for 42 ounces of flour and 48 ounces of sugar. You resize the recipe to use 14 ounces of flour and x ounces of sugar. Find x.",16,,,,12,,,typing
10,"A recipe calls for 42 ounces of flour and 48 ounces of sugar. You resize the recipe to use 21 ounces of flour and x ounces of sugar. Find x.",24,,,,12,,,typing
11,"A recipe calls for 12 ounces of flour and 16 ounces of sugar. You resize the recipe to use 6 ounces of flour and x ounces of sugar. Find x.",8,,,,12,,,typing
12,"A recipe calls for 3 ounces of flour and 12 ounces of sugar. You resize the recipe to use 5 ounces of flour and x ounces of sugar. Find x.",20,,,,12,,,typing
13,"A recipe calls for 8 ounces of flour and 18 ounces of sugar. You resize the recipe to use 12 ounces of flour and x ounces of sugar. Find x.",27,,,,12,,,typing
14,"A recipe calls for 36 ounces of flour and 20 ounces of sugar. You resize the recipe to use 45 ounces of flour and x ounces of sugar. Find x.",25,,,,12,,,typing
15,"A recipe calls for 24 ounces of flour and 28 ounces of sugar. You resize the recipe to use 12 ounces of flour and x ounces of sugar. Find x.",14,,,,12,,,typing
16,"A recipe calls for 25 ounces of flour and 40 ounces of sugar. You resize the recipe to use 10 ounces of flour and x ounces of sugar. Find x.",16,,,,12,,,typing
17,"A recipe calls for 4 ounces of flour and 14 ounces of sugar. You resize the recipe to use 10 ounces of flour and x ounces of sugar. Find x.",35,,,,12,,,typing
18,"A recipe calls for 14 ounces of flour and 6 ounces of sugar. You resize the recipe to use 42 ounces of flour and x ounces of sugar. Find x.",18,,,,12,,,typing
19,"A recipe calls for 16 ounces of flour and 36 ounces of sugar. You resize the recipe to use 24 ounces of flour and x ounces of sugar. Find x.",54,,,,12,,,typing
20,"A recipe calls for 15 ounces of flour and 25 ounces of sugar. You resize the recipe to use 12 ounces of flour and x ounces of sugar. Find x.",20,,,,12,,,typing
21,"A recipe calls for 12 ounces of flour and 28 ounces of sugar. You resize the recipe to use 18 ounces of flour and x ounces of sugar. Find x.",42,,,,12,,,typing
22,"A recipe calls for 5 ounces of flour and 40 ounces of sugar. You resize the recipe to use 6 ounces of flour and x ounces of sugar. Find x.",48,,,,12,,,typing
23,"A recipe calls for 54 ounces of flour and 48 ounces of sugar. You resize the recipe to use 36 ounces of flour and x ounces of sugar. Find x.",32,,,,12,,,typing
24,"A recipe calls for 30 ounces of flour and 12 ounces of sugar. You resize the recipe to use 10 ounces of flour and x ounces of sugar. Find x.",4,,,,12,,,typing
25,"A recipe calls for 48 ounces of flour and 30 ounces of sugar. You resize the recipe to use 24 ounces of flour and x ounces of sugar. Find x.",15,,,,12,,,typing
26,"A recipe calls for 4 ounces of flour and 14 ounces of sugar. You resize the recipe to use 12 ounces of flour and x ounces of sugar. Find x.",42,,,,12,,,typing
27,"A recipe calls for 4 ounces of flour and 20 ounces of sugar. You resize the recipe to use 2 ounces of flour and x ounces of sugar. Find x.",10,,,,12,,,typing
28,"A recipe calls for 8 ounces of flour and 28 ounces of sugar. You resize the recipe to use 4 ounces of flour and x ounces of sugar. Find x.",14,,,,12,,,typing
29,"A recipe calls for 25 ounces of flour and 45 ounces of sugar. You resize the recipe to use 15 ounces of flour and x ounces of sugar. Find x.",27,,,,12,,,typing
30,"A recipe calls for 4 ounces of flour and 28 ounces of sugar. You resize the recipe to use 2 ounces of flour and x ounces of sugar. Find x.",14,,,,12,,,typing
31,"A recipe calls for 16 ounces of flour and 28 ounces of sugar. You resize the recipe to use 8 ounces of flour and x ounces of sugar. Find x.",14,,,,12,,,typing
32,"A recipe calls for 35 ounces of flour and 45 ounces of sugar. You resize the recipe to use 42 ounces of flour and x ounces of sugar. Find x.",54,,,,12,,,typing
